date,time,pickup_location,dropoff_location,trip_distance_km,trip_duration_min,surge_multiplier,driver_utilization_percent,weather_condition,dispatching_base_number,fare_amount,trip_frequency_bucket
07-09-2023,23:32,Jubilee Hills,Gachibowli,8.45,17.89,1.11,58,Cloudy,HYD001,219.6,Low
07-09-2023,09:54,Gachibowli,Miyapur,9.67,17.83,1.72,66,Cloudy,HYD004,351.65,Medium
07-09-2023,18:11,Ameerpet,Gachibowli,15.36,31.11,2.36,74,Rain,HYD002,760.39,High
07-09-2023,15:03,Jubilee Hills,Gachibowli,9.16,16.11,1.74,57,Rain,HYD005,348.1,Medium
07-09-2023,09:05,Begumpet,Madhapur,10.85,22.32,1.79,92,Clear,HYD004,404.65,Medium
07-09-2023,20:15,Madhapur,Jubilee Hills,3.51,6.72,1.14,92,Cloudy,HYD005,127.2,Low
07-09-2023,12:12,Charminar,Begumpet,13.83,28.74,1.37,54,Cloudy,HYD003,383.51,Low
07-09-2023,09:41,Jubilee Hills,Charminar,14.15,35.34,1.58,53,Cloudy,HYD005,459.62,Medium
07-09-2023,10:16,LB Nagar,Kukatpally,27.99,77.82,1.45,95,Clear,HYD005,783.14,Low
07-09-2023,15:38,Miyapur,Banjara Hills,20.56,49.11,1.83,45,Rain,HYD005,772.39,Medium
07-09-2023,17:48,Gachibowli,Secunderabad,20.58,49.5,1.89,53,Cloudy,HYD004,785.02,Medium
08-09-2023,21:26,Madhapur,Miyapur,9.21,17.79,1.09,90,Cloudy,HYD005,230.87,Low
08-09-2023,08:43,Secunderabad,Madhapur,15.29,33.49,2.37,84,Rain,HYD003,721.75,High
08-09-2023,23:07,Jubilee Hills,Madhapur,3.66,10.72,1.2,65,Cloudy,HYD003,139.23,Low
08-09-2023,08:16,Charminar,Madhapur,18.99,47.53,1.47,65,Cloudy,HYD003,563.58,Medium
08-09-2023,20:27,Secunderabad,LB Nagar,16.84,48.89,1.52,41,Rain,HYD005,559.36,Medium
08-09-2023,20:33,Charminar,LB Nagar,11.84,37.53,1.18,48,Cloudy,HYD005,308.57,Low
08-09-2023,05:13,Ameerpet,Jubilee Hills,6.36,11.03,1.67,90,Rain,HYD002,257.3,Medium
08-09-2023,06:29,Gachibowli,Jubilee Hills,8.5,25.48,1.09,76,Clear,HYD001,224.34,Low
08-09-2023,13:00,Gachibowli,Jubilee Hills,8.44,22.1,1.14,68,Clear,HYD003,220.8,Low
08-09-2023,18:29,Secunderabad,Ameerpet,6.7,14.82,1.51,89,Clear,HYD001,256.35,Medium
08-09-2023,17:02,Kukatpally,Hitech City,7.72,19.37,1.93,85,Cloudy,HYD003,364.03,Medium
08-09-2023,16:56,Begumpet,Miyapur,18.4,32.4,1.13,48,Clear,HYD002,418.39,Low
08-09-2023,23:43,Banjara Hills,Begumpet,5.15,14.14,1.18,65,Cloudy,HYD002,164.75,Low
08-09-2023,21:59,Ameerpet,Banjara Hills,3.98,12.4,1.19,95,Clear,HYD002,143.45,Low
08-09-2023,20:32,Madhapur,LB Nagar,26.37,52.95,1.06,61,Clear,HYD004,511.02,Low
08-09-2023,16:29,Hitech City,Gachibowli,5.11,12.98,1.01,47,Cloudy,HYD004,138.15,Low
08-09-2023,21:10,LB Nagar,Kukatpally,28.58,76.26,1.66,88,Rain,HYD001,934.66,Medium
08-09-2023,18:04,Ameerpet,Banjara Hills,3.96,8.46,2.75,48,Rain,HYD001,312.05,High
08-09-2023,09:43,Madhapur,Miyapur,8.64,15.66,1.79,78,Clear,HYD002,358.45,Medium
08-09-2023,00:29,Jubilee Hills,Kukatpally,8.49,19.28,1.45,70,Cloudy,HYD002,277.57,Low
08-09-2023,21:04,Begumpet,Jubilee Hills,8.23,17.06,1.66,82,Rain,HYD002,315.48,Medium
08-09-2023,15:26,Gachibowli,LB Nagar,32.0,89.89,1.9,84,Rain,HYD002,1166.37,Medium
08-09-2023,15:45,Banjara Hills,Miyapur,17.83,33.55,1.01,52,Cloudy,HYD004,345.17,Low
08-09-2023,17:25,Miyapur,Ameerpet,17.0,34.74,2.56,50,Rain,HYD005,849.27,High
08-09-2023,18:07,Banjara Hills,Secunderabad,7.79,17.93,2.44,50,Rain,HYD002,457.44,High
08-09-2023,15:25,Hitech City,Begumpet,13.26,26.76,1.85,46,Rain,HYD001,509.48,Medium
08-09-2023,11:02,Jubilee Hills,Hitech City,5.33,11.06,1.17,69,Cloudy,HYD005,161.79,Low
08-09-2023,15:24,Madhapur,Banjara Hills,10.56,24.74,1.1,40,Cloudy,HYD004,250.24,Low
08-09-2023,05:17,Secunderabad,Hitech City,18.34,44.5,1.67,85,Rain,HYD002,643.24,Medium
08-09-2023,12:44,Kukatpally,Banjara Hills,11.97,28.45,2.2,75,Rain,HYD002,566.15,High
09-09-2023,22:23,LB Nagar,Ameerpet,18.9,40.93,1.12,91,Cloudy,HYD005,428.21,Low
09-09-2023,14:56,Banjara Hills,Ameerpet,3.7,10.39,1.22,93,Cloudy,HYD001,144.03,Low
09-09-2023,17:24,Gachibowli,Banjara Hills,15.9,27.33,2.33,56,Clear,HYD005,744.39,High
09-09-2023,17:45,LB Nagar,Kukatpally,31.34,57.61,2.21,92,Cloudy,HYD005,1283.43,High
09-09-2023,01:23,Begumpet,Miyapur,15.91,38.53,1.63,83,Clear,HYD003,524.06,Medium
09-09-2023,09:10,Madhapur,Jubilee Hills,3.49,7.64,2.49,76,Rain,HYD003,282.53,High
09-09-2023,02:54,Charminar,Gachibowli,20.1,37.8,1.76,41,Clear,HYD003,697.3,Medium
09-09-2023,23:24,Kukatpally,Ameerpet,8.57,27.33,1.83,94,Rain,HYD002,392.5,High
09-09-2023,11:27,Banjara Hills,Miyapur,19.3,54.59,1.35,92,Clear,HYD005,562.51,Medium
09-09-2023,11:51,Gachibowli,Begumpet,15.66,34.33,1.2,47,Cloudy,HYD001,371.31,Medium
09-09-2023,11:33,Secunderabad,Gachibowli,23.22,45.59,1.39,69,Cloudy,HYD005,618.3,Medium
09-09-2023,15:06,Ameerpet,Hitech City,10.06,24.95,1.95,50,Rain,HYD004,439.44,High
09-09-2023,15:05,LB Nagar,Begumpet,21.8,49.44,2.0,63,Rain,HYD002,825.97,High
09-09-2023,22:32,Jubilee Hills,Kukatpally,8.58,18.68,1.51,61,Clear,HYD004,292.08,Medium
09-09-2023,15:04,Secunderabad,Ameerpet,6.53,13.82,1.35,92,Cloudy,HYD003,210.63,Low
09-09-2023,08:47,Hitech City,Kukatpally,7.11,17.09,1.97,74,Clear,HYD003,333.52,High
09-09-2023,23:31,Banjara Hills,Hitech City,10.62,24.97,1.39,85,Cloudy,HYD003,328.71,Low
09-09-2023,13:41,Hitech City,Begumpet,12.93,22.64,1.49,89,Clear,HYD001,385.36,Medium
09-09-2023,08:38,Madhapur,LB Nagar,28.64,57.56,2.26,60,Cloudy,HYD002,1189.28,High
09-09-2023,10:27,Jubilee Hills,Gachibowli,7.93,24.69,1.88,46,Clear,HYD002,386.42,Medium
09-09-2023,19:37,Begumpet,Madhapur,9.96,20.76,2.36,47,Rain,HYD005,504.65,High
09-09-2023,22:23,Jubilee Hills,Begumpet,7.74,24.36,1.4,80,Clear,HYD001,270.88,Low
09-09-2023,17:15,Ameerpet,Secunderabad,7.4,14.51,2.2,81,Cloudy,HYD001,378.83,High
09-09-2023,09:16,Gachibowli,Kukatpally,12.0,20.74,2.12,69,Clear,HYD004,518.26,High
09-09-2023,09:22,Jubilee Hills,Hitech City,5.34,10.01,1.75,94,Clear,HYD002,253.15,High
09-09-2023,19:20,Charminar,Jubilee Hills,14.79,48.93,1.96,66,Cloudy,HYD003,622.24,High
09-09-2023,09:37,Gachibowli,Ameerpet,14.34,41.18,2.3,88,Rain,HYD001,704.97,High
09-09-2023,09:32,Hitech City,Charminar,18.6,53.02,1.85,79,Clear,HYD001,717.35,High
09-09-2023,18:37,Begumpet,Hitech City,11.89,38.71,2.78,47,Rain,HYD001,752.74,High
09-09-2023,07:10,Madhapur,Banjara Hills,9.25,17.81,2.03,95,Rain,HYD005,413.52,High
09-09-2023,05:19,LB Nagar,Madhapur,29.36,50.73,1.18,56,Cloudy,HYD003,653.6,Low
09-09-2023,01:59,Madhapur,Banjara Hills,9.88,23.15,1.54,85,Cloudy,HYD005,351.52,Medium
09-09-2023,08:22,Hitech City,Banjara Hills,10.78,30.49,2.08,43,Clear,HYD001,513.06,High
09-09-2023,20:31,Gachibowli,Ameerpet,14.95,46.39,2.12,57,Rain,HYD005,708.33,High
09-09-2023,18:15,Secunderabad,Miyapur,20.52,43.52,2.45,46,Rain,HYD001,994.97,High
10-09-2023,12:22,Banjara Hills,Begumpet,5.47,10.94,2.31,65,Rain,HYD003,334.09,High
10-09-2023,08:18,Hitech City,Begumpet,12.67,22.12,1.78,72,Clear,HYD002,446.89,High
10-09-2023,19:20,Hitech City,Gachibowli,5.41,17.23,2.43,79,Rain,HYD004,382.53,High
10-09-2023,19:06,Hitech City,Miyapur,7.93,17.32,1.99,75,Cloudy,HYD002,357.78,High
10-09-2023,07:18,Ameerpet,Jubilee Hills,6.01,17.85,2.34,91,Rain,HYD003,391.35,High
10-09-2023,17:42,Kukatpally,Hitech City,6.64,13.74,2.8,75,Rain,HYD001,471.93,High
10-09-2023,07:35,Kukatpally,Secunderabad,14.93,48.21,1.51,71,Clear,HYD003,483.37,Medium
10-09-2023,16:29,Miyapur,Banjara Hills,19.14,36.7,2.16,50,Rain,HYD002,813.63,High
10-09-2023,12:09,Charminar,Begumpet,12.84,34.49,1.21,76,Clear,HYD003,338.91,Medium
10-09-2023,22:50,LB Nagar,Charminar,12.26,30.03,1.24,46,Clear,HYD003,343.1,Low
10-09-2023,17:55,Jubilee Hills,Kukatpally,9.23,25.11,2.35,43,Rain,HYD005,490.54,High
10-09-2023,09:43,Miyapur,Begumpet,16.0,29.2,1.76,70,Cloudy,HYD004,568.34,High
10-09-2023,15:25,Banjara Hills,Charminar,9.08,28.72,1.22,54,Clear,HYD005,269.2,Low
10-09-2023,05:01,Madhapur,Banjara Hills,9.21,30.19,1.34,85,Clear,HYD001,310.38,Low
10-09-2023,10:17,Gachibowli,Madhapur,5.83,10.03,1.83,85,Clear,HYD003,277.03,Medium
10-09-2023,00:36,Gachibowli,Begumpet,15.82,41.03,2.14,69,Rain,HYD004,692.96,High
10-09-2023,06:18,Miyapur,Kukatpally,8.98,18.7,1.78,46,Rain,HYD002,350.79,High
10-09-2023,10:12,Miyapur,LB Nagar,32.0,58.73,1.99,63,Clear,HYD005,1154.28,Medium
10-09-2023,08:02,LB Nagar,Banjara Hills,16.51,37.84,1.73,78,Clear,HYD001,595.08,High
10-09-2023,22:54,Hitech City,Begumpet,10.8,26.09,2.0,55,Rain,HYD001,471.46,High
10-09-2023,19:03,Miyapur,Secunderabad,23.38,40.26,2.08,80,Cloudy,HYD001,896.18,High
10-09-2023,12:04,Hitech City,Begumpet,11.08,26.62,1.73,49,Rain,HYD001,422.48,High
10-09-2023,20:36,Banjara Hills,Charminar,9.5,22.2,1.11,55,Clear,HYD004,236.03,Medium
10-09-2023,15:19,Miyapur,Begumpet,17.21,46.74,1.53,79,Clear,HYD004,557.81,Medium
10-09-2023,08:11,Begumpet,Banjara Hills,5.19,14.95,1.66,68,Cloudy,HYD002,250.02,High
10-09-2023,17:36,Miyapur,Madhapur,9.3,18.4,2.64,43,Rain,HYD002,552.95,High
10-09-2023,15:16,Ameerpet,Charminar,12.03,21.16,1.82,56,Rain,HYD002,472.56,High
10-09-2023,19:20,Ameerpet,Banjara Hills,3.7,7.79,1.74,89,Cloudy,HYD004,191.34,High
10-09-2023,16:17,Jubilee Hills,Charminar,13.73,42.34,2.12,77,Rain,HYD003,652.6,High
10-09-2023,13:54,Miyapur,Kukatpally,8.68,16.49,1.62,75,Cloudy,HYD003,306.33,Medium
10-09-2023,18:16,Ameerpet,Charminar,11.91,27.26,2.65,51,Rain,HYD002,669.73,High
10-09-2023,06:54,Ameerpet,Charminar,13.3,28.94,1.21,74,Cloudy,HYD001,340.39,Low
10-09-2023,17:22,LB Nagar,Banjara Hills,18.6,46.19,2.12,71,Cloudy,HYD004,774.22,High
10-09-2023,11:05,Jubilee Hills,Kukatpally,8.1,16.41,2.26,79,Rain,HYD003,437.25,High
10-09-2023,18:58,LB Nagar,Kukatpally,31.69,88.65,1.96,80,Cloudy,HYD001,1251.49,High
11-09-2023,05:33,Secunderabad,Charminar,13.49,31.94,1.14,89,Cloudy,HYD002,322.56,Low
11-09-2023,18:37,Banjara Hills,Miyapur,17.79,34.43,1.79,59,Cloudy,HYD002,622.39,Medium
11-09-2023,01:41,Ameerpet,Madhapur,7.87,15.71,1.24,75,Clear,HYD001,220.45,Low
11-09-2023,18:52,Charminar,LB Nagar,10.79,23.61,1.61,50,Cloudy,HYD005,377.89,Medium
11-09-2023,09:32,Secunderabad,LB Nagar,18.24,34.76,1.6,53,Clear,HYD005,578.13,Medium
11-09-2023,19:07,Ameerpet,Hitech City,9.21,16.49,1.89,46,Clear,HYD002,386.71,Medium
11-09-2023,18:04,Kukatpally,Ameerpet,9.85,31.76,1.94,64,Clear,HYD003,458.74,Medium
11-09-2023,19:16,LB Nagar,Ameerpet,22.19,40.43,1.97,56,Clear,HYD001,815.26,Medium
11-09-2023,07:08,Banjara Hills,Madhapur,9.39,19.43,1.09,58,Cloudy,HYD001,222.25,Low
11-09-2023,21:44,Jubilee Hills,Hitech City,4.71,9.86,1.11,41,Clear,HYD001,140.74,Low
11-09-2023,09:17,LB Nagar,Jubilee Hills,26.02,48.57,1.88,77,Rain,HYD001,895.84,High
11-09-2023,21:46,Miyapur,Ameerpet,16.08,43.37,1.09,70,Clear,HYD002,379.17,Low
11-09-2023,11:08,Miyapur,Kukatpally,8.04,15.58,1.07,76,Clear,HYD004,196.05,Low
11-09-2023,13:02,Gachibowli,LB Nagar,32.0,76.48,1.3,83,Clear,HYD004,826.86,Low
11-09-2023,17:09,Madhapur,Miyapur,9.81,21.23,2.27,83,Rain,HYD002,504.68,High
11-09-2023,10:51,LB Nagar,Charminar,12.36,37.06,1.51,42,Clear,HYD003,430.2,Low
11-09-2023,07:01,Secunderabad,Ameerpet,7.52,18.37,1.15,93,Clear,HYD004,211.62,Low
11-09-2023,21:11,Begumpet,Gachibowli,17.42,46.03,1.15,68,Clear,HYD005,407.07,Low
11-09-2023,16:50,Jubilee Hills,Begumpet,7.98,14.44,1.17,66,Cloudy,HYD005,216.54,Low
11-09-2023,17:46,Secunderabad,Hitech City,16.77,50.16,1.9,64,Cloudy,HYD003,668.65,Medium
11-09-2023,09:09,Miyapur,Jubilee Hills,11.81,34.09,1.8,50,Clear,HYD001,474.76,Medium
11-09-2023,16:12,Kukatpally,Jubilee Hills,8.81,25.15,1.03,43,Clear,HYD002,220.58,Low
11-09-2023,19:13,LB Nagar,Gachibowli,32.0,67.19,2.62,90,Rain,HYD003,1576.3,High
11-09-2023,17:22,Secunderabad,Madhapur,17.04,49.56,1.8,43,Clear,HYD003,629.81,Medium
11-09-2023,08:57,Miyapur,Hitech City,8.6,22.46,2.51,94,Rain,HYD004,511.06,High
11-09-2023,19:37,Banjara Hills,Miyapur,17.22,55.91,1.83,85,Cloudy,HYD004,677.4,Medium
11-09-2023,23:30,Ameerpet,Banjara Hills,3.48,10.13,1.93,80,Rain,HYD004,223.52,Medium
11-09-2023,17:51,Begumpet,Secunderabad,4.98,10.6,1.54,53,Clear,HYD005,216.15,Medium
11-09-2023,22:31,Banjara Hills,Madhapur,8.96,19.8,1.12,89,Clear,HYD003,223.05,Low
11-09-2023,22:04,Kukatpally,Ameerpet,8.41,14.96,1.71,55,Rain,HYD005,338.09,Medium
12-09-2023,12:29,Jubilee Hills,Begumpet,7.81,15.09,1.68,76,Rain,HYD004,304.29,Medium
12-09-2023,19:31,Hitech City,Ameerpet,9.36,18.58,1.79,59,Cloudy,HYD002,388.43,Medium
12-09-2023,14:16,Kukatpally,Secunderabad,12.98,27.99,1.09,78,Clear,HYD001,310.06,Low
12-09-2023,15:52,Charminar,Secunderabad,12.08,31.43,1.09,41,Cloudy,HYD003,293.25,Low
12-09-2023,20:07,Hitech City,Begumpet,12.15,40.35,1.59,81,Rain,HYD003,461.56,Medium
12-09-2023,13:50,Banjara Hills,Gachibowli,15.87,28.15,1.95,78,Rain,HYD003,595.14,Medium
12-09-2023,07:49,LB Nagar,Gachibowli,30.76,56.96,1.07,86,Cloudy,HYD003,603.54,Low
12-09-2023,09:54,Kukatpally,Ameerpet,9.12,29.09,2.27,85,Rain,HYD002,500.42,High
12-09-2023,05:26,LB Nagar,Banjara Hills,17.35,44.78,1.01,76,Cloudy,HYD002,358.33,Low
12-09-2023,19:19,LB Nagar,Charminar,11.81,29.04,1.83,42,Clear,HYD001,462.5,Medium
12-09-2023,22:12,Charminar,LB Nagar,10.59,25.62,1.08,52,Cloudy,HYD002,249.38,Low
12-09-2023,07:22,Jubilee Hills,Begumpet,8.52,17.9,1.75,55,Rain,HYD003,339.09,Medium
12-09-2023,07:05,Miyapur,Charminar,28.2,54.27,1.61,47,Rain,HYD002,841.96,Medium
12-09-2023,13:03,Begumpet,Miyapur,17.27,45.56,2.22,87,Rain,HYD002,824.49,High
12-09-2023,18:03,Jubilee Hills,Begumpet,8.74,15.09,2.39,63,Rain,HYD005,457.19,High
12-09-2023,20:21,Begumpet,Madhapur,10.89,20.13,1.02,69,Clear,HYD004,242.43,Low
12-09-2023,18:41,Begumpet,Kukatpally,9.49,21.94,1.73,40,Clear,HYD004,367.6,Medium
12-09-2023,17:53,Miyapur,Madhapur,9.55,17.78,2.32,82,Rain,HYD003,490.02,High
12-09-2023,16:59,Kukatpally,Miyapur,8.18,20.06,1.16,58,Clear,HYD004,228.17,Low
12-09-2023,10:21,Charminar,Begumpet,12.56,33.27,1.61,72,Cloudy,HYD004,452.03,Low
12-09-2023,22:53,Begumpet,Kukatpally,10.79,18.68,1.06,53,Cloudy,HYD003,241.82,Low
12-09-2023,19:30,Madhapur,LB Nagar,26.86,67.02,1.85,48,Clear,HYD002,1009.95,Medium
12-09-2023,22:31,Begumpet,LB Nagar,20.5,47.67,1.15,40,Clear,HYD002,452.3,Low
12-09-2023,17:45,Ameerpet,LB Nagar,20.66,49.02,2.55,81,Rain,HYD002,1039.98,High
12-09-2023,21:13,Begumpet,Hitech City,12.4,25.31,1.98,94,Rain,HYD002,523.98,Medium
12-09-2023,05:58,Hitech City,LB Nagar,29.73,82.33,1.72,75,Rain,HYD005,980.0,Medium
12-09-2023,15:22,Begumpet,Gachibowli,16.01,43.55,1.01,95,Cloudy,HYD002,353.12,Low
12-09-2023,17:34,Madhapur,Jubilee Hills,3.42,7.16,1.76,95,Cloudy,HYD002,196.23,Medium
12-09-2023,15:41,Begumpet,LB Nagar,18.85,39.23,1.05,75,Clear,HYD002,397.7,Low
12-09-2023,13:10,Miyapur,Hitech City,8.84,17.19,1.35,75,Cloudy,HYD004,277.44,Low
13-09-2023,17:55,Ameerpet,Miyapur,14.69,41.56,1.72,47,Cloudy,HYD004,534.16,Medium
13-09-2023,14:52,Kukatpally,Begumpet,9.7,19.15,1.0,80,Clear,HYD004,215.12,Low
13-09-2023,07:39,Ameerpet,Miyapur,15.77,39.68,1.51,91,Rain,HYD002,507.46,Medium
13-09-2023,20:14,Gachibowli,Miyapur,9.25,16.8,1.1,90,Clear,HYD004,218.64,Low
13-09-2023,19:19,Secunderabad,Banjara Hills,8.52,24.55,2.19,52,Rain,HYD001,438.22,High
13-09-2023,09:08,Jubilee Hills,Ameerpet,6.15,17.55,2.37,47,Rain,HYD001,378.7,High
13-09-2023,09:33,Jubilee Hills,Madhapur,3.77,8.64,2.62,67,Rain,HYD003,302.97,High
13-09-2023,23:01,Kukatpally,Hitech City,6.83,20.15,1.09,79,Cloudy,HYD005,198.78,Low
13-09-2023,10:47,Madhapur,Miyapur,9.11,27.48,2.17,43,Rain,HYD004,472.62,High
13-09-2023,15:18,Miyapur,Banjara Hills,18.43,59.37,2.01,40,Rain,HYD002,782.37,Medium
13-09-2023,12:28,Charminar,Hitech City,21.76,43.57,1.57,62,Rain,HYD002,637.32,Medium
13-09-2023,10:22,LB Nagar,Kukatpally,28.23,49.77,2.19,61,Rain,HYD004,1165.79,High
13-09-2023,12:39,Banjara Hills,Jubilee Hills,5.91,12.74,1.39,41,Clear,HYD003,203.8,Low
13-09-2023,10:50,Hitech City,Miyapur,8.36,17.15,2.28,48,Rain,HYD002,438.31,High
13-09-2023,18:08,Secunderabad,Madhapur,13.88,30.67,1.51,59,Clear,HYD003,439.17,Medium
13-09-2023,08:48,Miyapur,Madhapur,9.26,25.05,1.48,85,Clear,HYD002,314.88,Medium
13-09-2023,09:41,Banjara Hills,LB Nagar,20.27,50.83,1.74,78,Cloudy,HYD004,740.97,Medium
13-09-2023,09:06,Miyapur,Hitech City,7.48,13.93,2.3,41,Rain,HYD003,405.41,High
13-09-2023,21:51,Miyapur,Kukatpally,8.1,23.83,1.05,61,Cloudy,HYD004,209.55,Low
13-09-2023,13:29,Banjara Hills,Charminar,8.84,15.62,1.1,71,Clear,HYD002,211.82,Low
13-09-2023,02:53,Banjara Hills,Ameerpet,3.88,10.01,1.53,52,Cloudy,HYD005,183.2,Low
13-09-2023,17:53,Miyapur,LB Nagar,32.0,71.43,1.89,55,Cloudy,HYD003,1178.3,Medium
13-09-2023,08:22,Charminar,Miyapur,29.77,54.62,2.21,90,Rain,HYD001,1234.99,High
13-09-2023,16:51,Secunderabad,Miyapur,21.32,62.13,1.54,81,Rain,HYD002,676.75,Medium
13-09-2023,06:36,Banjara Hills,Kukatpally,12.24,29.23,1.03,93,Clear,HYD005,262.43,Low
13-09-2023,21:54,Banjara Hills,Begumpet,5.58,14.19,1.94,71,Rain,HYD001,283.33,Medium
13-09-2023,17:08,Charminar,Madhapur,18.11,38.17,2.19,45,Rain,HYD001,773.62,High
13-09-2023,09:21,Gachibowli,Charminar,20.71,43.32,2.22,75,Rain,HYD002,887.41,High
13-09-2023,16:27,Ameerpet,Secunderabad,7.45,17.41,1.65,88,Rain,HYD005,293.07,Medium
13-09-2023,17:55,Charminar,Madhapur,18.87,38.2,2.11,69,Rain,HYD002,754.39,High
14-09-2023,10:21,Kukatpally,Banjara Hills,12.49,40.82,2.02,66,Rain,HYD005,594.32,High
14-09-2023,09:57,Begumpet,Banjara Hills,5.86,17.42,1.52,63,Cloudy,HYD002,233.47,Medium
14-09-2023,18:40,Ameerpet,Gachibowli,13.59,23.85,1.52,69,Clear,HYD002,435.86,Medium
14-09-2023,10:55,Kukatpally,Madhapur,6.26,20.82,2.1,88,Rain,HYD001,361.16,High
14-09-2023,18:21,LB Nagar,Madhapur,28.31,56.19,1.98,73,Cloudy,HYD001,1015.93,Medium
14-09-2023,19:05,Kukatpally,Banjara Hills,13.68,43.44,1.92,77,Cloudy,HYD004,573.66,Medium
14-09-2023,23:04,Gachibowli,LB Nagar,31.75,68.5,1.01,87,Clear,HYD002,609.88,Low
14-09-2023,18:19,Banjara Hills,Miyapur,17.41,33.81,2.15,44,Rain,HYD002,754.29,High
14-09-2023,11:04,Hitech City,Miyapur,8.87,15.44,1.11,80,Cloudy,HYD004,218.18,Low
14-09-2023,13:53,Secunderabad,Madhapur,14.97,31.08,1.99,64,Rain,HYD005,631.84,Medium
14-09-2023,20:46,Miyapur,Hitech City,8.06,14.12,1.01,62,Cloudy,HYD004,182.99,Low
14-09-2023,14:48,Gachibowli,Hitech City,5.37,13.27,1.0,93,Cloudy,HYD003,145.17,Low
14-09-2023,15:46,Madhapur,LB Nagar,30.86,96.65,1.2,88,Cloudy,HYD001,738.01,Low
14-09-2023,21:49,Madhapur,Miyapur,8.79,17.3,1.19,79,Cloudy,HYD005,237.71,Low
14-09-2023,07:14,Kukatpally,Miyapur,8.03,22.28,1.19,60,Clear,HYD005,238.06,Low
14-09-2023,17:39,Madhapur,Jubilee Hills,3.46,7.04,2.2,89,Rain,HYD001,247.38,High
14-09-2023,17:18,Banjara Hills,Begumpet,5.78,10.97,1.87,48,Cloudy,HYD004,273.56,Medium
14-09-2023,21:43,Banjara Hills,Begumpet,4.86,11.54,1.59,59,Rain,HYD001,208.24,Medium
14-09-2023,14:15,Banjara Hills,Begumpet,4.86,10.08,1.99,55,Rain,HYD001,254.44,Medium
14-09-2023,20:13,Ameerpet,Miyapur,16.44,28.21,1.88,60,Rain,HYD004,625.75,Medium
14-09-2023,22:55,Jubilee Hills,Ameerpet,6.41,15.57,1.07,82,Clear,HYD005,174.63,Low
14-09-2023,09:34,Secunderabad,LB Nagar,16.65,36.93,1.85,42,Clear,HYD002,623.87,Medium
14-09-2023,18:35,Ameerpet,Charminar,12.18,25.83,1.81,42,Clear,HYD005,461.86,Medium
14-09-2023,05:55,Jubilee Hills,Madhapur,3.22,9.1,1.14,51,Clear,HYD002,127.93,Low
14-09-2023,16:47,Gachibowli,Kukatpally,11.79,20.24,1.04,85,Clear,HYD001,255.32,Low
14-09-2023,21:12,Secunderabad,Jubilee Hills,14.58,42.41,1.04,48,Clear,HYD002,317.27,Low
14-09-2023,21:11,LB Nagar,Kukatpally,26.97,82.41,1.08,81,Clear,HYD003,580.36,Low
14-09-2023,16:16,Ameerpet,Jubilee Hills,6.6,18.47,2.03,95,Rain,HYD002,340.79,Medium
14-09-2023,18:34,Begumpet,Madhapur,11.1,30.76,1.77,70,Cloudy,HYD002,434.41,Medium
14-09-2023,12:26,Secunderabad,Madhapur,15.93,37.91,1.76,93,Rain,HYD002,597.7,Medium
15-09-2023,16:33,Hitech City,Gachibowli,4.44,9.54,1.15,57,Cloudy,HYD005,147.44,Low
15-09-2023,08:27,Hitech City,Begumpet,11.1,25.37,1.56,67,Clear,HYD002,372.27,Medium
15-09-2023,12:05,Miyapur,Hitech City,8.83,23.68,1.11,84,Clear,HYD002,231.92,Low
15-09-2023,07:22,LB Nagar,Miyapur,32.0,85.64,1.7,46,Rain,HYD005,1056.4,Medium
15-09-2023,18:47,Madhapur,Begumpet,10.09,21.06,2.38,71,Rain,HYD003,523.66,High
15-09-2023,17:13,Miyapur,Secunderabad,23.64,47.0,2.44,70,Rain,HYD001,1126.05,High
15-09-2023,16:03,Hitech City,Madhapur,2.0,3.71,1.11,44,Cloudy,HYD003,91.26,Low
15-09-2023,20:58,Begumpet,Charminar,13.65,40.94,1.07,90,Cloudy,HYD005,325.23,Low
15-09-2023,18:51,LB Nagar,Gachibowli,32.0,69.79,2.0,76,Clear,HYD005,1204.08,Medium
15-09-2023,09:01,Banjara Hills,Ameerpet,3.83,7.06,2.14,65,Rain,HYD001,243.66,High
15-09-2023,20:12,Banjara Hills,Jubilee Hills,6.99,13.58,2.05,63,Rain,HYD001,346.92,High
15-09-2023,09:24,Miyapur,Secunderabad,21.95,57.73,2.01,74,Rain,HYD003,923.68,High
15-09-2023,18:55,LB Nagar,Secunderabad,16.45,36.16,2.41,82,Rain,HYD003,812.24,High
15-09-2023,08:57,Banjara Hills,Kukatpally,12.01,23.71,1.51,90,Clear,HYD004,394.85,Medium
15-09-2023,20:56,Banjara Hills,Charminar,10.05,19.53,1.05,54,Clear,HYD001,224.94,Low
15-09-2023,14:00,Kukatpally,Charminar,21.61,62.82,1.16,78,Clear,HYD005,499.33,Low
15-09-2023,02:56,Ameerpet,Kukatpally,9.31,21.84,1.4,73,Clear,HYD003,288.39,Low
15-09-2023,22:17,Secunderabad,Begumpet,4.68,9.2,1.06,60,Cloudy,HYD004,136.27,Low
15-09-2023,12:09,Jubilee Hills,Banjara Hills,5.9,16.86,1.12,45,Cloudy,HYD005,171.62,Low
15-09-2023,22:13,Madhapur,Miyapur,8.85,15.82,1.18,75,Cloudy,HYD003,229.63,Low
15-09-2023,18:44,Begumpet,LB Nagar,18.75,36.66,2.3,72,Rain,HYD003,842.59,High
